"ORF","GENE","GO set","GO term","GO ID","order"
"YER166W","DNF1","P","conjugation","GO:0000746","d"
"YJR117W","STE24","P","conjugation","GO:0000746","d"
"YCL029C","BIK1","P","conjugation","GO:0000746","d"
"YPL187W","MF(ALPHA)1","P","conjugation","GO:0000746","d"
"YPR075C","OPY2","P","conjugation","GO:0000746","d"
"YGL089C","MF(ALPHA)2","P","conjugation","GO:0000746","d"
"YMR198W","CIK1","P","conjugation","GO:0000746","d"
"YGR152C","RSR1","P","conjugation","GO:0000746","d"
"YJL080C","SCP160","P","conjugation","GO:0000746","d"
"YOL111C","MDY2","P","conjugation","GO:0000746","d"
"YNR047W","FPK1","P","conjugation","GO:0000746","d"
"YBR095C","RXT2","P","conjugation","GO:0000746","d"
"YDR093W","DNF2","P","conjugation","GO:0000746","d"
"YGR279C","SCW4","P","conjugation","GO:0000746","d"
"YDR200C","VPS64","P","conjugation","GO:0000746","d"
"YPL256C","CLN2","P","conjugation","GO:0000746","d"
"YDR085C","AFR1","P","conjugation","GO:0000746","d"
"YKR031C","SPO14","P","conjugation","GO:0000746","d"
"YJL019W","MPS3","P","conjugation","GO:0000746","d"
"YBR081C","SPT7","P","conjugation","GO:0000746","d"
"YNL279W","PRM1","P","conjugation","GO:0000746","d"
"YCR093W","CDC39","P","conjugation","GO:0000746","d"
"YMR065W","KAR5","P","conjugation","GO:0000746","d"
"YKL190W","CNB1","P","conjugation","GO:0000746","d"
"YER125W","RSP5","P","conjugation","GO:0000746","d"
"YER124C","DSE1","P","conjugation","GO:0000746","d"
"YCL058W-A","ADF1","P","conjugation","GO:0000746","d"
"YMR305C","SCW10","P","conjugation","GO:0000746","d"
"YCR009C","RVS161","P","conjugation","GO:0000746","d"
"YLR332W","MID2","P","conjugation","GO:0000746","d"
"YJL170C","ASG7","P","conjugation","GO:0000746","d"
"YPL192C","PRM3","P","conjugation","GO:0000746","d"
"YBL016W","FUS3","P","conjugation","GO:0000746","d"
"YDR312W","SSF2","P","conjugation","GO:0000746","d"
"YCL014W","BUD3","P","conjugation","GO:0000746","d"
"YPR122W","AXL1","P","conjugation","GO:0000746","d"
"YLR238W","FAR10","P","conjugation","GO:0000746","d"
"YJL034W","KAR2","P","conjugation","GO:0000746","d"
"YGR271C-A","EFG1","P","conjugation","GO:0000746","d"
"YBR040W","FIG1","P","conjugation","GO:0000746","d"
"YDL240W","LRG1","P","conjugation","GO:0000746","d"
"YLR110C","CCW12","P","conjugation","GO:0000746","d"
"YHR073W","OSH3","P","conjugation","GO:0000746","d"
"YLL043W","FPS1","P","conjugation","GO:0000746","d"
"YLR452C","SST2","P","conjugation","GO:0000746","d"
"YDR103W","STE5","P","conjugation","GO:0000746","d"
"YPL179W","PPQ1","P","conjugation","GO:0000746","d"
"YKL126W","YPK1","P","conjugation","GO:0000746","d"
"YNL127W","FAR11","P","conjugation","GO:0000746","d"
"YNL173C","MDG1","P","conjugation","GO:0000746","d"
"YLR330W","CHS5","P","conjugation","GO:0000746","d"
"YLL021W","SPA2","P","conjugation","GO:0000746","d"
"YKL116C","PRR1","P","conjugation","GO:0000746","d"
"YMR029C","FAR8","P","conjugation","GO:0000746","d"
"YDR356W","SPC110","P","conjugation","GO:0000746","d"
"YDL223C","HBT1","P","conjugation","GO:0000746","d"
"YER149C","PEA2","P","conjugation","GO:0000746","d"
"YCR089W","FIG2","P","conjugation","GO:0000746","d"
"YJL073W","JEM1","P","conjugation","GO:0000746","d"
"YDL216C","RRI1","P","conjugation","GO:0000746","d"
"YML057W","CMP2","P","conjugation","GO:0000746","d"
"YIL122W","POG1","P","conjugation","GO:0000746","d"
"YHR084W","STE12","P","conjugation","GO:0000746","d"
"YDL039C","PRM7","P","conjugation","GO:0000746","d"
"YOR212W","STE4","P","conjugation","GO:0000746","d"
"YGL099W","LSG1","P","conjugation","GO:0000746","d"
"YAL026C","DRS2","P","conjugation","GO:0000746","d"
"YLR040C","AFB1","P","conjugation","GO:0000746","d"
"YLR319C","BUD6","P","cytokinesis","GO:0000910","d"
"YIL135C","VHS2","P","cytokinesis","GO:0000910","d"
"YLR314C","CDC3","P","cytokinesis","GO:0000910","d"
"YDR241W","BUD26","P","cytokinesis","GO:0000910","d"
"YHR107C","CDC12","P","cytokinesis","GO:0000910","d"
"YCL014W","BUD3","P","cytokinesis","GO:0000910","d"
"YFR028C","CDC14","P","cytokinesis","GO:0000910","d"
"YMR092C","AIP1","P","cytokinesis","GO:0000910","d"
"YNR027W","BUD17","P","cytokinesis","GO:0000910","d"
"YKL129C","MYO3","P","cytokinesis","GO:0000910","d"
"YHL007C","STE20","P","cytokinesis","GO:0000910","d"
"YKL092C","BUD2","P","cytokinesis","GO:0000910","d"
"YGR040W","KSS1","P","cytokinesis","GO:0000910","d"
"YHR023W","MYO1","P","cytokinesis","GO:0000910","d"
"YJR076C","CDC11","P","cytokinesis","GO:0000910","d"
"YDR245W","MNN10","P","cytokinesis","GO:0000910","d"
"YNL116W","DMA2","P","cytokinesis","GO:0000910","d"
"YMR109W","MYO5","P","cytokinesis","GO:0000910","d"
"YKL048C","ELM1","P","cytokinesis","GO:0000910","d"
"YEL029C","BUD16","P","cytokinesis","GO:0000910","d"
"YCR038C","BUD5","P","cytokinesis","GO:0000910","d"
"YNL152W","INN1","P","cytokinesis","GO:0000910","d"
"YAR014C","BUD14","P","cytokinesis","GO:0000910","d"
"YGR092W","DBF2","P","cytokinesis","GO:0000910","d"
"YPL158C","AIM44","P","cytokinesis","GO:0000910","d"
"YER014C-A","BUD25","P","cytokinesis","GO:0000910","d"
"YDR420W","HKR1","P","cytokinesis","GO:0000910","d"
"YBR038W","CHS2","P","cytokinesis","GO:0000910","d"
"YCR063W","BUD31","P","cytokinesis","GO:0000910","d"
"YFL005W","SEC4","P","cytokinesis","GO:0000910","d"
"YPL209C","IPL1","P","cytokinesis","GO:0000910","d"
"YOR129C","AFI1","P","cytokinesis","GO:0000910","d"
"YOR326W","MYO2","P","cytokinesis","GO:0000910","d"
"YAL041W","CDC24","P","cytokinesis","GO:0000910","d"
"YMR032W","HOF1","P","cytokinesis","GO:0000910","d"
"YER133W","GLC7","P","cytokinesis","GO:0000910","d"
"YNL110C","NOP15","P","cytokinesis","GO:0000910","d"
"YDL151C","BUD30","P","cytokinesis","GO:0000910","d"
"YLR062C","BUD28","P","cytokinesis","GO:0000910","d"
"YLR337C","VRP1","P","cytokinesis","GO:0000910","d"
"YDL225W","SHS1","P","cytokinesis","GO:0000910","d"
"YGR152C","RSR1","P","cytokinesis","GO:0000910","d"
"YOR300W","YOR300W","P","cytokinesis","GO:0000910","d"
"YHL027W","RIM101","P","cytokinesis","GO:0000910","d"
"YOL072W","THP1","P","cytokinesis","GO:0000910","d"
"YGL174W","BUD13","P","cytokinesis","GO:0000910","d"
"YNL271C","BNI1","P","cytokinesis","GO:0000910","d"
"YHR158C","KEL1","P","cytokinesis","GO:0000910","d"
"YPR188C","MLC2","P","cytokinesis","GO:0000910","d"
"YLR330W","CHS5","P","cytokinesis","GO:0000910","d"
"YGR041W","BUD9","P","cytokinesis","GO:0000910","d"
"YNL084C","END3","P","cytokinesis","GO:0000910","d"
"YPR122W","AXL1","P","cytokinesis","GO:0000910","d"
"YAR019C","CDC15","P","cytokinesis","GO:0000910","d"
"YJL188C","BUD19","P","cytokinesis","GO:0000910","d"
"YOR301W","RAX1","P","cytokinesis","GO:0000910","d"
"YDL117W","CYK3","P","cytokinesis","GO:0000910","d"
"YOR299W","BUD7","P","cytokinesis","GO:0000910","d"
"YOR014W","RTS1","P","cytokinesis","GO:0000910","d"
"YCR002C","CDC10","P","cytokinesis","GO:0000910","d"
"YFL039C","ACT1","P","cytokinesis","GO:0000910","d"
"YOR094W","ARF3","P","cytokinesis","GO:0000910","d"
"YDR184C","ATC1","P","cytokinesis","GO:0000910","d"
"YLR084C","RAX2","P","cytokinesis","GO:0000910","d"
"YGL054C","ERV14","P","cytokinesis","GO:0000910","d"
"YPR165W","RHO1","P","cytokinesis","GO:0000910","d"
"YGL106W","MLC1","P","cytokinesis","GO:0000910","d"
"YHR115C","DMA1","P","cytokinesis","GO:0000910","d"
"YBR156C","SLI15","P","cytokinesis","GO:0000910","d"
"YLL021W","SPA2","P","cytokinesis","GO:0000910","d"
"YIR006C","PAN1","P","cytokinesis","GO:0000910","d"
"YDR195W","REF2","P","cytokinesis","GO:0000910","d"
"YNL243W","SLA2","P","cytokinesis","GO:0000910","d"
"YNL233W","BNI4","P","cytokinesis","GO:0000910","d"
"YBL047C","EDE1","P","cytokinesis","GO:0000910","d"
"YLR353W","BUD8","P","cytokinesis","GO:0000910","d"
"YPR111W","DBF20","P","cytokinesis","GO:0000910","d"
"YER149C","PEA2","P","cytokinesis","GO:0000910","d"
"YGR238C","KEL2","P","cytokinesis","GO:0000910","d"
"YLR313C","SPH1","P","cytokinesis","GO:0000910","d"
"YGR058W","PEF1","P","cytokinesis","GO:0000910","d"
"YLR074C","BUD20","P","cytokinesis","GO:0000910","d"
"YBL105C","PKC1","P","cytokinesis","GO:0000910","d"
"YCR047C","BUD23","P","cytokinesis","GO:0000910","d"
"YIL140W","AXL2","P","cytokinesis","GO:0000910","d"
"YHR030C","SLT2","P","cytokinesis","GO:0000910","d"
"YBR210W","ERV15","P","cytokinesis","GO:0000910","d"
"YGR262C","BUD32","P","cytokinesis","GO:0000910","d"
"YJR092W","BUD4","P","cytokinesis","GO:0000910","d"
"YKL056C","TMA19","P","cytoplasmic translation","GO:0002181","b"
"YDL082W","RPL13A","P","cytoplasmic translation","GO:0002181","b"
"YBL092W","RPL32","P","cytoplasmic translation","GO:0002181","b"
"YJL177W","RPL17B","P","cytoplasmic translation","GO:0002181","b"
"YNL209W","SSB2","P","cytoplasmic translation","GO:0002181","b"
"YER117W","RPL23B","P","cytoplasmic translation","GO:0002181","b"
"YNL096C","RPS7B","P","cytoplasmic translation","GO:0002181","b"
"YLR333C","RPS25B","P","cytoplasmic translation","GO:0002181","b"
"YFL034C-A","RPL22B","P","cytoplasmic translation","GO:0002181","b"
"YLR048W","RPS0B","P","cytoplasmic translation","GO:0002181","b"
"YMR012W","CLU1","P","cytoplasmic translation","GO:0002181","b"
"YJL191W","RPS14B","P","cytoplasmic translation","GO:0002181","b"
"YLR388W","RPS29A","P","cytoplasmic translation","GO:0002181","b"
"YIL148W","RPL40A","P","cytoplasmic translation","GO:0002181","b"
"YDR450W","RPS18A","P","cytoplasmic translation","GO:0002181","b"
"YKL006W","RPL14A","P","cytoplasmic translation","GO:0002181","b"
"YLR212C","TUB4","P","cytoplasmic translation","GO:0002181","b"
"YGL147C","RPL9A","P","cytoplasmic translation","GO:0002181","b"
"YDL061C","RPS29B","P","cytoplasmic translation","GO:0002181","b"
"YNL178W","RPS3","P","cytoplasmic translation","GO:0002181","b"
"YHL015W","RPS20","P","cytoplasmic translation","GO:0002181","b"
"YDL184C","RPL41A","P","cytoplasmic translation","GO:0002181","b"
"YOL121C","RPS19A","P","cytoplasmic translation","GO:0002181","b"
"YOL120C","RPL18A","P","cytoplasmic translation","GO:0002181","b"
"YJL190C","RPS22A","P","cytoplasmic translation","GO:0002181","b"
"YML024W","RPS17A","P","cytoplasmic translation","GO:0002181","b"
"YHR010W","RPL27A","P","cytoplasmic translation","GO:0002181","b"
"YGL135W","RPL1B","P","cytoplasmic translation","GO:0002181","b"
"YLR448W","RPL6B","P","cytoplasmic translation","GO:0002181","b"
"YDL229W","SSB1","P","cytoplasmic translation","GO:0002181","b"
"YLR029C","RPL15A","P","cytoplasmic translation","GO:0002181","b"
"YMR143W","RPS16A","P","cytoplasmic translation","GO:0002181","b"
"YNL067W","RPL9B","P","cytoplasmic translation","GO:0002181","b"
"YPL143W","RPL33A","P","cytoplasmic translation","GO:0002181","b"
"YBL072C","RPS8A","P","cytoplasmic translation","GO:0002181","b"
"YPL131W","RPL5","P","cytoplasmic translation","GO:0002181","b"
"YMR242C","RPL20A","P","cytoplasmic translation","GO:0002181","b"
"YIL018W","RPL2B","P","cytoplasmic translation","GO:0002181","b"
"YBR261C","TAE1","P","cytoplasmic translation","GO:0002181","b"
"YER017C","AFG3","P","cytoplasmic translation","GO:0002181","b"
"YDR500C","RPL37B","P","cytoplasmic translation","GO:0002181","b"
"RDN58-2","RDN58-2","P","cytoplasmic translation","GO:0002181","b"
"YBL087C","RPL23A","P","cytoplasmic translation","GO:0002181","b"
"YOR167C","RPS28A","P","cytoplasmic translation","GO:0002181","b"
"YOR234C","RPL33B","P","cytoplasmic translation","GO:0002181","b"
"YGR214W","RPS0A","P","cytoplasmic translation","GO:0002181","b"
"YPL198W","RPL7B","P","cytoplasmic translation","GO:0002181","b"
"YMR121C","RPL15B","P","cytoplasmic translation","GO:0002181","b"
"YOR063W","RPL3","P","cytoplasmic translation","GO:0002181","b"
"YBR084C-A","RPL19A","P","cytoplasmic translation","GO:0002181","b"
"YKR057W","RPS21A","P","cytoplasmic translation","GO:0002181","b"
"YHR064C","SSZ1","P","cytoplasmic translation","GO:0002181","b"
"YML073C","RPL6A","P","cytoplasmic translation","GO:0002181","b"
"tS(UGA)I","SUP17","P","cytoplasmic translation","GO:0002181","b"
"YJL189W","RPL39","P","cytoplasmic translation","GO:0002181","b"
"tS(UGA)P","SUP16","P","cytoplasmic translation","GO:0002181","b"
"YDL081C","RPP1A","P","cytoplasmic translation","GO:0002181","b"
"YDR471W","RPL27B","P","cytoplasmic translation","GO:0002181","b"
"YLR061W","RPL22A","P","cytoplasmic translation","GO:0002181","b"
"YER056C-A","RPL34A","P","cytoplasmic translation","GO:0002181","b"
"YPL090C","RPS6A","P","cytoplasmic translation","GO:0002181","b"
"YOL127W","RPL25","P","cytoplasmic translation","GO:0002181","b"
"YDR447C","RPS17B","P","cytoplasmic translation","GO:0002181","b"
"YDL191W","RPL35A","P","cytoplasmic translation","GO:0002181","b"
"YGL076C","RPL7A","P","cytoplasmic translation","GO:0002181","b"
"YOR312C","RPL20B","P","cytoplasmic translation","GO:0002181","b"
"YKR094C","RPL40B","P","cytoplasmic translation","GO:0002181","b"
"YJR123W","RPS5","P","cytoplasmic translation","GO:0002181","b"
"YEL034W","HYP2","P","cytoplasmic translation","GO:0002181","b"
"YLR287C-A","RPS30A","P","cytoplasmic translation","GO:0002181","b"
"YBR031W","RPL4A","P","cytoplasmic translation","GO:0002181","b"
"YDR429C","TIF35","P","cytoplasmic translation","GO:0002181","b"
"YGR173W","RBG2","P","cytoplasmic translation","GO:0002181","b"
"YLR441C","RPS1A","P","cytoplasmic translation","GO:0002181","b"
"YBR048W","RPS11B","P","cytoplasmic translation","GO:0002181","b"
"YBR101C","FES1","P","cytoplasmic translation","GO:0002181","b"
"YDL075W","RPL31A","P","cytoplasmic translation","GO:0002181","b"
"YHR141C","RPL42B","P","cytoplasmic translation","GO:0002181","b"
"YPL220W","RPL1A","P","cytoplasmic translation","GO:0002181","b"
"YOR369C","RPS12","P","cytoplasmic translation","GO:0002181","b"
"YHR021C","RPS27B","P","cytoplasmic translation","GO:0002181","b"
"YEL054C","RPL12A","P","cytoplasmic translation","GO:0002181","b"
"YNL162W","RPL42A","P","cytoplasmic translation","GO:0002181","b"
"YGR271W","SLH1","P","cytoplasmic translation","GO:0002181","b"
"YHL033C","RPL8A","P","cytoplasmic translation","GO:0002181","b"
"YLR264W","RPS28B","P","cytoplasmic translation","GO:0002181","b"
"YLR192C","HCR1","P","cytoplasmic translation","GO:0002181","b"
"YDR152W","GIR2","P","cytoplasmic translation","GO:0002181","b"
"YGR148C","RPL24B","P","cytoplasmic translation","GO:0002181","b"
"YPL081W","RPS9A","P","cytoplasmic translation","GO:0002181","b"
"YKL156W","RPS27A","P","cytoplasmic translation","GO:0002181","b"
"YML063W","RPS1B","P","cytoplasmic translation","GO:0002181","b"
"YAL035W","FUN12","P","cytoplasmic translation","GO:0002181","b"
"YGR027C","RPS25A","P","cytoplasmic translation","GO:0002181","b"
"YPL249C-A","RPL36B","P","cytoplasmic translation","GO:0002181","b"
"YMR260C","TIF11","P","cytoplasmic translation","GO:0002181","b"
"YNL069C","RPL16B","P","cytoplasmic translation","GO:0002181","b"
"YDL136W","RPL35B","P","cytoplasmic translation","GO:0002181","b"
"YDR382W","RPP2B","P","cytoplasmic translation","GO:0002181","b"
"YLR075W","RPL10","P","cytoplasmic translation","GO:0002181","b"
"RDN58-1","RDN58-1","P","cytoplasmic translation","GO:0002181","b"
"YER102W","RPS8B","P","cytoplasmic translation","GO:0002181","b"
"YJL136C","RPS21B","P","cytoplasmic translation","GO:0002181","b"
"YOL040C","RPS15","P","cytoplasmic translation","GO:0002181","b"
"YHR168W","MTG2","P","cytoplasmic translation","GO:0002181","b"
"YBR061C","TRM7","P","cytoplasmic translation","GO:0002181","b"
"YDL044C","MTF2","P","cytoplasmic translation","GO:0002181","b"
"YLR185W","RPL37A","P","cytoplasmic translation","GO:0002181","b"
"YLR344W","RPL26A","P","cytoplasmic translation","GO:0002181","b"
"YGL103W","RPL28","P","cytoplasmic translation","GO:0002181","b"
"YMR230W","RPS10B","P","cytoplasmic translation","GO:0002181","b"
"tS(UGA)E","SUP19","P","cytoplasmic translation","GO:0002181","b"
"YOR293W","RPS10A","P","cytoplasmic translation","GO:0002181","b"
"YMR146C","TIF34","P","cytoplasmic translation","GO:0002181","b"
"YDR064W","RPS13","P","cytoplasmic translation","GO:0002181","b"
"YER074W","RPS24A","P","cytoplasmic translation","GO:0002181","b"
"YIL069C","RPS24B","P","cytoplasmic translation","GO:0002181","b"
"YPR043W","RPL43A","P","cytoplasmic translation","GO:0002181","b"
"YHR203C","RPS4B","P","cytoplasmic translation","GO:0002181","b"
"YLL045C","RPL8B","P","cytoplasmic translation","GO:0002181","b"
"YDL083C","RPS16B","P","cytoplasmic translation","GO:0002181","b"
"YIL133C","RPL16A","P","cytoplasmic translation","GO:0002181","b"
"YML091C","RPM2","P","cytoplasmic translation","GO:0002181","b"
"YOR091W","TMA46","P","cytoplasmic translation","GO:0002181","b"
"YML026C","RPS18B","P","cytoplasmic translation","GO:0002181","b"
"YKL180W","RPL17A","P","cytoplasmic translation","GO:0002181","b"
"YPR163C","TIF3","P","cytoplasmic translation","GO:0002181","b"
"YBL027W","RPL19B","P","cytoplasmic translation","GO:0002181","b"
"YOL039W","RPP2A","P","cytoplasmic translation","GO:0002181","b"
"YDR012W","RPL4B","P","cytoplasmic translation","GO:0002181","b"
"YCL037C","SRO9","P","cytoplasmic translation","GO:0002181","b"
"YPL079W","RPL21B","P","cytoplasmic translation","GO:0002181","b"
"RDN5-4","RDN5-4","P","cytoplasmic translation","GO:0002181","b"
